Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
349.60,589271.69,470.27,10000.00,0.00
349.70,589318.63,469.45,10000.00,0.00
349.80,589365.49,468.62,10000.00,0.00
349.90,589412.27,467.80,10000.00,0.00
350.00,589458.97,466.98,10000.00,0.00
350.10,589505.59,466.16,10000.00,0.00
350.20,589552.12,465.33,10000.00,0.00
350.30,589598.57,464.51,10000.00,0.00
350.40,589644.94,463.69,10000.00,0.00
350.50,589691.23,462.87,10000.00,0.00
350.60,589737.43,462.04,10000.00,0.00
350.70,589783.55,461.22,10000.00,0.00
350.80,589829.59,460.40,10000.00,0.00
350.90,589875.55,459.58,10000.00,0.00
351.00,589921.43,458.75,10000.00,0.00
351.10,589967.22,457.93,10000.00,0.00
351.20,590012.93,457.11,10000.00,0.00
351.30,590058.56,456.28,10000.00,0.00
351.40,590104.10,455.46,10000.00,0.00
351.50,590149.57,454.64,10000.00,0.00
351.60,590194.95,453.82,10000.00,0.00
351.70,590240.25,452.99,10000.00,0.00
351.80,590285.47,452.17,10000.00,0.00
351.90,590330.60,451.35,10000.00,0.00
352.00,590375.65,450.53,10000.00,0.00
352.10,590420.62,449.70,10000.00,0.00
352.20,590465.51,448.88,10000.00,0.00
352.30,590510.32,448.06,10000.00,0.00
352.40,590555.04,447.24,10000.00,0.00
352.50,590599.68,446.41,10000.00,0.00
352.60,590644.24,445.59,10000.00,0.00
352.70,590688.72,444.77,10000.00,0.00
352.80,590733.11,443.95,10000.00,0.00
352.90,590777.43,443.12,10000.00,0.00
353.00,590821.66,442.30,10000.00,0.00
353.10,590865.81,441.48,10000.00,0.00
353.20,590909.87,440.66,10000.00,0.00
353.30,590953.85,439.84,10000.00,0.00
353.40,590997.76,439.01,10000.00,0.00
353.50,591041.57,438.19,10000.00,0.00
353.60,591085.31,437.37,10000.00,0.00
353.70,591128.97,436.55,10000.00,0.00
353.80,591172.54,435.72,10000.00,0.00
353.90,591216.03,434.90,10000.00,0.00
354.00,591259.44,434.08,10000.00,0.00
354.10,591302.76,433.26,10000.00,0.00
354.20,591346.01,432.43,10000.00,0.00
354.30,591389.17,431.61,10000.00,0.00
354.40,591432.25,430.79,10000.00,0.00
354.50,591475.24,429.97,10000.00,0.00
354.60,591518.16,429.15,10000.00,0.00
354.70,591560.99,428.32,10000.00,0.00
354.80,591603.74,427.50,10000.00,0.00
354.90,591646.41,426.68,10000.00,0.00
355.00,591688.99,425.86,10000.00,0.00
355.10,591731.50,425.03,10000.00,0.00
355.20,591773.92,424.21,10000.00,0.00
355.30,591816.26,423.39,10000.00,0.00
355.40,591858.51,422.57,10000.00,0.00
355.50,591900.69,421.75,10000.00,0.00
355.60,591942.78,420.92,10000.00,0.00
355.70,591984.79,420.10,10000.00,0.00
355.80,592026.72,419.28,10000.00,0.00
355.90,592068.56,418.46,10000.00,0.00
356.00,592110.33,417.64,10000.00,0.00
356.10,592152.01,416.81,10000.00,0.00
356.20,592193.61,415.99,10000.00,0.00
356.30,592235.13,415.17,10000.00,0.00
356.40,592276.56,414.35,10000.00,0.00
356.50,592317.91,413.52,10000.00,0.00
356.60,592359.18,412.70,10000.00,0.00
356.70,592400.37,411.88,10000.00,0.00
356.80,592441.48,411.06,10000.00,0.00
356.90,592482.50,410.24,10000.00,0.00
357.00,592523.44,409.41,10000.00,0.00
357.10,592564.30,408.59,10000.00,0.00
357.20,592605.08,407.77,10000.00,0.00
357.30,592645.77,406.95,10000.00,0.00
357.40,592686.39,406.13,10000.00,0.00
357.50,592726.92,405.30,10000.00,0.00
357.60,592767.36,404.48,10000.00,0.00
357.70,592807.73,403.66,10000.00,0.00
357.80,592848.01,402.84,10000.00,0.00
357.90,592888.22,402.02,10000.00,0.00
358.00,592928.34,401.20,10000.00,0.00
358.10,592968.37,400.37,10000.00,0.00
358.20,593008.33,399.55,10000.00,0.00
358.30,593048.20,398.73,10000.00,0.00
358.40,593087.99,397.91,10000.00,0.00
358.50,593127.70,397.09,10000.00,0.00
358.60,593167.33,396.26,10000.00,0.00
358.70,593206.87,395.44,10000.00,0.00
358.80,593246.33,394.62,10000.00,0.00
358.90,593285.71,393.80,10000.00,0.00
359.00,593325.01,392.98,10000.00,0.00
359.10,593364.23,392.15,10000.00,0.00
359.20,593403.36,391.33,10000.00,0.00
359.30,593442.41,390.51,10000.00,0.00
359.40,593481.38,389.69,10000.00,0.00
359.50,593520.27,388.87,10000.00,0.00
359.60,593559.07,388.05,10000.00,0.00
359.70,593597.79,387.22,10000.00,0.00
359.80,593636.43,386.40,10000.00,0.00
359.90,593674.99,385.58,10000.00,0.00
360.00,593713.47,384.76,10000.00,0.00
360.10,593751.86,383.94,10000.00,0.00
360.20,593790.17,383.12,10000.00,0.00
360.30,593828.40,382.29,10000.00,0.00
360.40,593866.55,381.47,10000.00,0.00
360.50,593904.61,380.65,10000.00,0.00
360.60,593942.60,379.83,10000.00,0.00
360.70,593980.50,379.01,10000.00,0.00
360.80,594018.32,378.19,10000.00,0.00
360.90,594056.05,377.36,10000.00,0.00
361.00,594093.71,376.54,10000.00,0.00
361.10,594131.28,375.72,10000.00,0.00
361.20,594168.77,374.90,10000.00,0.00
361.30,594206.18,374.08,10000.00,0.00
361.40,594243.50,373.26,10000.00,0.00
361.50,594280.75,372.43,10000.00,0.00
361.60,594317.91,371.61,10000.00,0.00
361.70,594354.99,370.79,10000.00,0.00
361.80,594391.98,369.97,10000.00,0.00
361.90,594428.90,369.15,10000.00,0.00
362.00,594465.73,368.33,10000.00,0.00
362.10,594502.48,367.50,10000.00,0.00
362.20,594539.15,366.68,10000.00,0.00
362.30,594575.74,365.86,10000.00,0.00
362.40,594612.24,365.04,10000.00,0.00
362.50,594648.66,364.22,10000.00,0.00
362.60,594685.00,363.40,10000.00,0.00
362.70,594721.26,362.58,10000.00,0.00
362.80,594757.43,361.75,10000.00,0.00
362.90,594793.53,360.93,10000.00,0.00
363.00,594829.54,360.11,10000.00,0.00
363.10,594865.47,359.29,10000.00,0.00
363.20,594901.31,358.47,10000.00,0.00
363.30,594937.08,357.65,10000.00,0.00
363.40,594972.76,356.83,10000.00,0.00
363.50,595008.36,356.00,10000.00,0.00
363.60,595043.88,355.18,10000.00,0.00
363.70,595079.32,354.36,10000.00,0.00
363.80,595114.67,353.54,10000.00,0.00
363.90,595149.94,352.72,10000.00,0.00
364.00,595185.13,351.90,10000.00,0.00
364.10,595220.24,351.08,10000.00,0.00
364.20,595255.26,350.25,10000.00,0.00
364.30,595290.21,349.43,10000.00,0.00
364.40,595325.07,348.61,10000.00,0.00
364.50,595359.85,347.79,10000.00,0.00
364.60,595394.55,346.97,10000.00,0.00
364.70,595429.16,346.15,10000.00,0.00
364.80,595463.69,345.33,10000.00,0.00
364.90,595498.14,344.51,10000.00,0.00
365.00,595532.51,343.68,10000.00,0.00
365.10,595566.80,342.86,10000.00,0.00
365.20,595601.00,342.04,10000.00,0.00
365.30,595635.12,341.22,10000.00,0.00
365.40,595669.16,340.40,10000.00,0.00
365.50,595703.12,339.58,10000.00,0.00
365.60,595737.00,338.76,10000.00,0.00
365.70,595770.79,337.94,10000.00,0.00
365.80,595804.50,337.11,10000.00,0.00
365.90,595838.13,336.29,10000.00,0.00
366.00,595871.68,335.47,10000.00,0.00
366.10,595905.14,334.65,10000.00,0.00
366.20,595938.53,333.83,10000.00,0.00
366.30,595971.83,333.01,10000.00,0.00
366.40,596005.05,332.19,10000.00,0.00
366.50,596038.18,331.37,10000.00,0.00
366.60,596071.24,330.54,10000.00,0.00
366.70,596104.21,329.72,10000.00,0.00
366.80,596137.10,328.90,10000.00,0.00
366.90,596169.91,328.08,10000.00,0.00
367.00,596202.63,327.26,10000.00,0.00
367.10,596235.28,326.44,10000.00,0.00
367.20,596267.84,325.62,10000.00,0.00
367.30,596300.32,324.80,10000.00,0.00
367.40,596332.72,323.98,10000.00,0.00
367.50,596365.03,323.15,10000.00,0.00
367.60,596397.27,322.33,10000.00,0.00
367.70,596429.42,321.51,10000.00,0.00
367.80,596461.49,320.69,10000.00,0.00
367.90,596493.47,319.87,10000.00,0.00
368.00,596525.38,319.05,10000.00,0.00
368.10,596557.20,318.23,10000.00,0.00
368.20,596588.94,317.41,10000.00,0.00
368.30,596620.60,316.59,10000.00,0.00
368.40,596652.18,315.76,10000.00,0.00
368.50,596683.67,314.94,10000.00,0.00
368.60,596715.08,314.12,10000.00,0.00
368.70,596746.41,313.30,10000.00,0.00
368.80,596777.66,312.48,10000.00,0.00
368.90,596808.83,311.66,10000.00,0.00
369.00,596839.91,310.84,10000.00,0.00
369.10,596870.91,310.02,10000.00,0.00
369.20,596901.83,309.20,10000.00,0.00
369.30,596932.67,308.38,10000.00,0.00
369.40,596963.43,307.56,10000.00,0.00
369.50,596994.10,306.73,10000.00,0.00
369.60,597024.69,305.91,10000.00,0.00
369.70,597055.20,305.09,10000.00,0.00
369.80,597085.63,304.27,10000.00,0.00
369.90,597115.97,303.45,10000.00,0.00
370.00,597146.24,302.63,10000.00,0.00
370.10,597176.42,301.81,10000.00,0.00
370.20,597206.52,300.99,10000.00,0.00
370.30,597236.53,300.17,10000.00,0.00
370.40,597266.47,299.35,10000.00,0.00
370.50,597296.32,298.53,10000.00,0.00
370.60,597326.09,297.70,10000.00,0.00
370.70,597355.78,296.88,10000.00,0.00
370.80,597385.38,296.06,10000.00,0.00
370.90,597414.91,295.24,10000.00,0.00
371.00,597444.35,294.42,10000.00,0.00
371.10,597473.71,293.60,10000.00,0.00
371.20,597502.99,292.78,10000.00,0.00
371.30,597532.18,291.96,10000.00,0.00
371.40,597561.30,291.14,10000.00,0.00
371.50,597590.33,290.32,10000.00,0.00
371.60,597619.28,289.50,10000.00,0.00
371.70,597648.15,288.68,10000.00,0.00
371.80,597676.93,287.85,10000.00,0.00
371.90,597705.64,287.03,10000.00,0.00
372.00,597734.26,286.21,10000.00,0.00
372.10,597762.80,285.39,10000.00,0.00
372.20,597791.25,284.57,10000.00,0.00
372.30,597819.63,283.75,10000.00,0.00
372.40,597847.92,282.93,10000.00,0.00
372.50,597876.13,282.11,10000.00,0.00
372.60,597904.26,281.29,10000.00,0.00
372.70,597932.31,280.47,10000.00,0.00
372.80,597960.27,279.65,10000.00,0.00
372.90,597988.15,278.83,10000.00,0.00
373.00,598015.96,278.01,10000.00,0.00
373.10,598043.67,277.18,10000.00,0.00
373.20,598071.31,276.36,10000.00,0.00
373.30,598098.86,275.54,10000.00,0.00
373.40,598126.34,274.72,10000.00,0.00
373.50,598153.73,273.90,10000.00,0.00
373.60,598181.04,273.08,10000.00,0.00
373.70,598208.26,272.26,10000.00,0.00
373.80,598235.41,271.44,10000.00,0.00
373.90,598262.47,270.62,10000.00,0.00
374.00,598289.45,269.80,10000.00,0.00
374.10,598316.34,268.98,10000.00,0.00
374.20,598343.16,268.16,10000.00,0.00
374.30,598369.89,267.34,10000.00,0.00
374.40,598396.55,266.52,10000.00,0.00
374.50,598423.12,265.70,10000.00,0.00
374.60,598449.60,264.88,10000.00,0.00
374.70,598476.01,264.05,10000.00,0.00
374.80,598502.33,263.23,10000.00,0.00
374.90,598528.57,262.41,10000.00,0.00
375.00,598554.73,261.59,10000.00,0.00
375.10,598580.81,260.77,10000.00,0.00
375.20,598606.80,259.95,10000.00,0.00
375.30,598632.72,259.13,10000.00,0.00
375.40,598658.55,258.31,10000.00,0.00
375.50,598684.30,257.49,10000.00,0.00
375.60,598709.97,256.67,10000.00,0.00
375.70,598735.55,255.85,10000.00,0.00
375.80,598761.05,255.03,10000.00,0.00
375.90,598786.47,254.21,10000.00,0.00
376.00,598811.81,253.39,10000.00,0.00
376.10,598837.07,252.57,10000.00,0.00
376.20,598862.24,251.75,10000.00,0.00
376.30,598887.34,250.93,10000.00,0.00
376.40,598912.35,250.11,10000.00,0.00
376.50,598937.28,249.28,10000.00,0.00
376.60,598962.12,248.46,10000.00,0.00
376.70,598986.89,247.64,10000.00,0.00
376.80,599011.57,246.82,10000.00,0.00
376.90,599036.17,246.00,10000.00,0.00
377.00,599060.69,245.18,10000.00,0.00
377.10,599085.12,244.36,10000.00,0.00
377.20,599109.48,243.54,10000.00,0.00
377.30,599133.75,242.72,10000.00,0.00
377.40,599157.94,241.90,10000.00,0.00
377.50,599182.05,241.08,10000.00,0.00
377.60,599206.07,240.26,10000.00,0.00
377.70,599230.02,239.44,10000.00,0.00
377.80,599253.88,238.62,10000.00,0.00
377.90,599277.66,237.80,10000.00,0.00
378.00,599301.36,236.98,10000.00,0.00
378.10,599324.97,236.16,10000.00,0.00
378.20,599348.51,235.34,10000.00,0.00
378.30,599371.96,234.52,10000.00,0.00
378.40,599395.33,233.70,10000.00,0.00
378.50,599418.62,232.88,10000.00,0.00
378.60,599441.82,232.06,10000.00,0.00
378.70,599464.94,231.24,10000.00,0.00
378.80,599487.99,230.42,10000.00,0.00
378.90,599510.95,229.59,10000.00,0.00
379.00,599533.82,228.77,10000.00,0.00
379.10,599556.62,227.95,10000.00,0.00
379.20,599579.33,227.13,10000.00,0.00
379.30,599601.96,226.31,10000.00,0.00
379.40,599624.51,225.49,10000.00,0.00
379.50,599646.98,224.67,10000.00,0.00
379.60,599669.37,223.85,10000.00,0.00
379.70,599691.67,223.03,10000.00,0.00
379.80,599713.89,222.21,10000.00,0.00
379.90,599736.03,221.39,10000.00,0.00
380.00,599758.09,220.57,10000.00,0.00
380.10,599780.06,219.75,10000.00,0.00
380.20,599801.95,218.93,10000.00,0.00
380.30,599823.77,218.11,10000.00,0.00
380.40,599845.49,217.29,10000.00,0.00
380.50,599867.14,216.47,10000.00,0.00
380.60,599888.71,215.65,10000.00,0.00
380.70,599910.19,214.83,10000.00,0.00
380.80,599931.59,214.01,10000.00,0.00
380.90,599952.91,213.19,10000.00,0.00
381.00,599974.15,212.37,10000.00,0.00
381.10,599995.30,211.55,10000.00,0.00
381.20,600016.37,210.73,10000.00,0.00
381.30,600037.36,209.91,10000.00,0.00
381.40,600058.27,209.09,10000.00,0.00
381.50,600079.10,208.27,10000.00,0.00
381.60,600099.85,207.45,10000.00,0.00
381.70,600120.51,206.63,10000.00,0.00
381.80,600141.09,205.81,10000.00,0.00
381.90,600161.59,204.99,10000.00,0.00
382.00,600182.00,204.17,10000.00,0.00
382.10,600202.34,203.35,10000.00,0.00
382.20,600222.59,202.53,10000.00,0.00
382.30,600242.76,201.71,10000.00,0.00
382.40,600262.85,200.89,10000.00,0.00
382.50,600282.86,200.07,10000.00,0.00
382.60,600302.78,199.25,10000.00,0.00
382.70,600322.62,198.43,10000.00,0.00
382.80,600342.38,197.61,10000.00,0.00
382.90,600362.06,196.79,10000.00,0.00
383.00,600381.66,195.97,10000.00,0.00
383.10,600401.17,195.14,10000.00,0.00
383.20,600420.61,194.32,10000.00,0.00
383.30,600439.96,193.50,10000.00,0.00
383.40,600459.23,192.68,10000.00,0.00
383.50,600478.41,191.86,10000.00,0.00
383.60,600497.52,191.04,10000.00,0.00
383.70,600516.54,190.22,10000.00,0.00
383.80,600535.48,189.40,10000.00,0.00
383.90,600554.34,188.58,10000.00,0.00
384.00,600573.11,187.76,10000.00,0.00
384.10,600591.81,186.94,10000.00,0.00
384.20,600610.42,186.12,10000.00,0.00
384.30,600628.95,185.30,10000.00,0.00
384.40,600647.40,184.48,10000.00,0.00
384.50,600665.77,183.66,10000.00,0.00
384.60,600684.05,182.84,10000.00,0.00
384.70,600702.25,182.02,10000.00,0.00
384.80,600720.37,181.20,10000.00,0.00
384.90,600738.41,180.38,10000.00,0.00
385.00,600756.37,179.56,10000.00,0.00
385.10,600774.24,178.74,10000.00,0.00
385.20,600792.03,177.92,10000.00,0.00
385.30,600809.74,177.10,10000.00,0.00
385.40,600827.37,176.28,10000.00,0.00
385.50,600844.92,175.46,10000.00,0.00
385.60,600862.38,174.64,10000.00,0.00
385.70,600879.77,173.82,10000.00,0.00
385.80,600897.07,173.00,10000.00,0.00
385.90,600914.28,172.18,10000.00,0.00
386.00,600931.42,171.36,10000.00,0.00
386.10,600948.47,170.54,10000.00,0.00
386.20,600965.45,169.72,10000.00,0.00
386.30,600982.34,168.90,10000.00,0.00
386.40,600999.15,168.08,10000.00,0.00
386.50,601015.87,167.26,10000.00,0.00
386.60,601032.52,166.44,10000.00,0.00
386.70,601049.08,165.62,10000.00,0.00
386.80,601065.56,164.80,10000.00,0.00
386.90,601081.96,163.98,10000.00,0.00
387.00,601098.27,163.16,10000.00,0.00
387.10,601114.51,162.34,10000.00,0.00
387.20,601130.66,161.52,10000.00,0.00
387.30,601146.73,160.70,10000.00,0.00
387.40,601162.72,159.88,10000.00,0.00
387.50,601178.62,159.06,10000.00,0.00
387.60,601194.45,158.24,10000.00,0.00
387.70,601210.19,157.42,10000.00,0.00
387.80,601225.85,156.60,10000.00,0.00
387.90,601241.43,155.78,10000.00,0.00
388.00,601256.93,154.96,10000.00,0.00
388.10,601272.34,154.14,10000.00,0.00
388.20,601287.67,153.32,10000.00,0.00
388.30,601302.92,152.50,10000.00,0.00
388.40,601318.09,151.68,10000.00,0.00
388.50,601333.18,150.86,10000.00,0.00
388.60,601348.18,150.04,10000.00,0.00
388.70,601363.10,149.22,10000.00,0.00
388.80,601377.95,148.40,10000.00,0.00
388.90,601392.70,147.58,10000.00,0.00
389.00,601407.38,146.76,10000.00,0.00
389.10,601421.97,145.94,10000.00,0.00
389.20,601436.49,145.12,10000.00,0.00
389.30,601450.92,144.30,10000.00,0.00
389.40,601465.27,143.48,10000.00,0.00
389.50,601479.53,142.66,10000.00,0.00
389.60,601493.72,141.84,10000.00,0.00
389.70,601507.82,141.02,10000.00,0.00
389.80,601521.84,140.21,10000.00,0.00
389.90,601535.78,139.39,10000.00,0.00
390.00,601549.63,138.57,10000.00,0.00
390.10,601563.41,137.75,10000.00,0.00
390.20,601577.10,136.93,10000.00,0.00
390.30,601590.71,136.11,10000.00,0.00
390.40,601604.24,135.29,10000.00,0.00
390.50,601617.69,134.47,10000.00,0.00
390.60,601631.05,133.65,10000.00,0.00
390.70,601644.33,132.83,10000.00,0.00
390.80,601657.54,132.01,10000.00,0.00
390.90,601670.65,131.19,10000.00,0.00
391.00,601683.69,130.37,10000.00,0.00
391.10,601696.65,129.55,10000.00,0.00
391.20,601709.52,128.73,10000.00,0.00
391.30,601722.31,127.91,10000.00,0.00
391.40,601735.02,127.09,10000.00,0.00
391.50,601747.64,126.27,10000.00,0.00
391.60,601760.19,125.45,10000.00,0.00
391.70,601772.65,124.63,10000.00,0.00
391.80,601785.03,123.81,10000.00,0.00
391.90,601797.33,122.99,10000.00,0.00
392.00,601809.55,122.17,10000.00,0.00
392.10,601821.68,121.35,10000.00,0.00
392.20,601833.74,120.53,10000.00,0.00
392.30,601845.71,119.71,10000.00,0.00
392.40,601857.60,118.89,10000.00,0.00
392.50,601869.40,118.07,10000.00,0.00
392.60,601881.13,117.25,10000.00,0.00
392.70,601892.77,116.43,10000.00,0.00
392.80,601904.33,115.61,10000.00,0.00
392.90,601915.81,114.79,10000.00,0.00
393.00,601927.21,113.97,10000.00,0.00
393.10,601938.52,113.15,10000.00,0.00
393.20,601949.76,112.33,10000.00,0.00
393.30,601960.91,111.51,10000.00,0.00
393.40,601971.98,110.69,10000.00,0.00
393.50,601982.96,109.87,10000.00,0.00
393.60,601993.87,109.05,10000.00,0.00
393.70,602004.69,108.23,10000.00,0.00
393.80,602015.43,107.41,10000.00,0.00
393.90,602026.09,106.59,10000.00,0.00
394.00,602036.67,105.77,10000.00,0.00
394.10,602047.17,104.95,10000.00,0.00
394.20,602057.58,104.13,10000.00,0.00
394.30,602067.91,103.31,10000.00,0.00
394.40,602078.16,102.49,10000.00,0.00
394.50,602088.33,101.67,10000.00,0.00
394.60,602098.41,100.85,10000.00,0.00
394.70,602108.42,100.03,10000.00,0.00
394.80,602118.34,99.22,10000.00,0.00
394.90,602128.18,98.40,10000.00,0.00
395.00,602137.93,97.58,10000.00,0.00
395.10,602147.61,96.76,10000.00,0.00
395.20,602157.20,95.94,10000.00,0.00
395.30,602166.72,95.12,10000.00,0.00
395.40,602176.15,94.30,10000.00,0.00
395.50,602185.49,93.48,10000.00,0.00
395.60,602194.76,92.66,10000.00,0.00
395.70,602203.94,91.84,10000.00,0.00
395.80,602213.04,91.02,10000.00,0.00
395.90,602222.06,90.20,10000.00,0.00
396.00,602231.00,89.38,10000.00,0.00
396.10,602239.86,88.56,10000.00,0.00
396.20,602248.63,87.74,10000.00,0.00
396.30,602257.32,86.92,10000.00,0.00
396.40,602265.93,86.10,10000.00,0.00
396.50,602274.46,85.28,10000.00,0.00
396.60,602282.91,84.46,10000.00,0.00
396.70,602291.27,83.64,10000.00,0.00
396.80,602299.55,82.82,10000.00,0.00
396.90,602307.75,82.00,10000.00,0.00
397.00,602315.87,81.18,10000.00,0.00
397.10,602323.91,80.36,10000.00,0.00
397.20,602331.86,79.54,10000.00,0.00
397.30,602339.73,78.72,10000.00,0.00
397.40,602347.53,77.90,10000.00,0.00
397.50,602355.23,77.08,10000.00,0.00
397.60,602362.86,76.26,10000.00,0.00
397.70,602370.40,75.44,10000.00,0.00
397.80,602377.87,74.62,10000.00,0.00
397.90,602385.25,73.80,10000.00,0.00
398.00,602392.55,72.98,10000.00,0.00
398.10,602399.76,72.17,10000.00,0.00
398.20,602406.90,71.35,10000.00,0.00
398.30,602413.95,70.53,10000.00,0.00
398.40,602420.92,69.71,10000.00,0.00
398.50,602427.81,68.89,10000.00,0.00
398.60,602434.61,68.07,10000.00,0.00
398.70,602441.34,67.25,10000.00,0.00
398.80,602447.98,66.43,10000.00,0.00
398.90,602454.54,65.61,10000.00,0.00
399.00,602461.02,64.79,10000.00,0.00
399.10,602467.42,63.97,10000.00,0.00
399.20,602473.73,63.15,10000.00,0.00
399.30,602479.97,62.33,10000.00,0.00
399.40,602486.12,61.51,10000.00,0.00
399.50,602492.19,60.69,10000.00,0.00
399.60,602498.17,59.87,10000.00,0.00
399.70,602504.08,59.05,10000.00,0.00
399.80,602509.90,58.23,10000.00,0.00
399.90,602515.64,57.41,10000.00,0.00
400.00,602521.30,56.59,10000.00,0.00
400.10,602526.88,55.77,10000.00,0.00
400.20,602532.37,54.95,10000.00,0.00
400.30,602537.79,54.13,10000.00,0.00
400.40,602543.12,53.31,10000.00,0.00
400.50,602548.37,52.49,10000.00,0.00
400.60,602553.54,51.67,10000.00,0.00
400.70,602558.62,50.85,10000.00,0.00
400.80,602563.62,50.03,10000.00,0.00
400.90,602568.55,49.22,10000.00,0.00
401.00,602573.39,48.40,10000.00,0.00
401.10,602578.14,47.58,10000.00,0.00
401.20,602582.82,46.76,10000.00,0.00
401.30,602587.41,45.94,10000.00,0.00
401.40,602591.92,45.12,10000.00,0.00
401.50,602596.35,44.30,10000.00,0.00
401.60,602600.70,43.48,10000.00,0.00
401.70,602604.97,42.66,10000.00,0.00
401.80,602609.15,41.84,10000.00,0.00
401.90,602613.25,41.02,10000.00,0.00
402.00,602617.27,40.20,10000.00,0.00
402.10,602621.21,39.38,10000.00,0.00
402.20,602625.07,38.56,10000.00,0.00
402.30,602628.84,37.74,10000.00,0.00
402.40,602632.53,36.92,10000.00,0.00
402.50,602636.14,36.10,10000.00,0.00
402.60,602639.67,35.28,10000.00,0.00
402.70,602643.12,34.46,10000.00,0.00
402.80,602646.48,33.64,10000.00,0.00
402.90,602649.76,32.82,10000.00,0.00
403.00,602652.96,32.00,10000.00,0.00
403.10,602656.08,31.18,10000.00,0.00
403.20,602659.12,30.36,10000.00,0.00
403.30,602662.07,29.54,10000.00,0.00
403.40,602664.95,28.72,10000.00,0.00
403.50,602667.74,27.91,10000.00,0.00
403.60,602670.45,27.09,10000.00,0.00
403.70,602673.07,26.27,10000.00,0.00
403.80,602675.62,25.45,10000.00,0.00
403.90,602678.08,24.63,10000.00,0.00
404.00,602680.46,23.81,10000.00,0.00
404.10,602682.76,22.99,10000.00,0.00
404.20,602684.98,22.17,10000.00,0.00
404.30,602687.11,21.35,10000.00,0.00
404.40,602689.16,20.53,10000.00,0.00
404.50,602691.13,19.71,10000.00,0.00
404.60,602693.02,18.89,10000.00,0.00
404.70,602694.83,18.07,10000.00,0.00
404.80,602696.56,17.25,10000.00,0.00
404.90,602698.20,16.43,10000.00,0.00
405.00,602699.76,15.61,10000.00,0.00
405.10,602701.24,14.79,10000.00,0.00
405.20,602702.64,13.97,10000.00,0.00
405.30,602703.95,13.15,10000.00,0.00
405.40,602705.18,12.33,10000.00,0.00
405.50,602706.34,11.51,10000.00,0.00
405.60,602707.40,10.69,10000.00,0.00
405.70,602708.39,9.87,10000.00,0.00
405.80,602709.30,9.05,10000.00,0.00
405.90,602710.12,8.23,10000.00,0.00
406.00,602710.86,7.42,10000.00,0.00
406.10,602711.52,6.60,10000.00,0.00
406.20,602712.10,5.78,10000.00,0.00
406.30,602712.60,4.96,10000.00,0.00
406.40,602713.01,4.14,10000.00,0.00
406.50,602713.34,3.32,10000.00,0.00
406.60,602713.59,2.50,10000.00,0.00
406.70,602713.76,1.68,10000.00,0.00
406.80,602713.84,0.86,10000.00,0.00
406.90,602713.85,0.04,10000.00,0.00
