Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%)
122.70,266404.90,2407.12,10000.00,0.00
122.80,266645.52,2406.21,10000.00,0.00
122.90,266886.05,2405.31,10000.00,0.00
123.00,267126.49,2404.40,10000.00,0.00
123.10,267366.84,2403.50,10000.00,0.00
123.20,267607.10,2402.59,10000.00,0.00
123.30,267847.27,2401.69,10000.00,0.00
123.40,268087.35,2400.79,10000.00,0.00
123.50,268327.33,2399.88,10000.00,0.00
123.60,268567.23,2398.98,10000.00,0.00
123.70,268807.04,2398.07,10000.00,0.00
123.80,269046.76,2397.17,10000.00,0.00
123.90,269286.38,2396.27,10000.00,0.00
124.00,269525.92,2395.36,10000.00,0.00
124.10,269765.37,2394.46,10000.00,0.00
124.20,270004.72,2393.55,10000.00,0.00
124.30,270243.99,2392.65,10000.00,0.00
124.40,270483.16,2391.75,10000.00,0.00
124.50,270722.24,2390.84,10000.00,0.00
124.60,270961.24,2389.94,10000.00,0.00
124.70,271200.14,2389.04,10000.00,0.00
124.80,271438.96,2388.13,10000.00,0.00
124.90,271677.68,2387.23,10000.00,0.00
125.00,271916.31,2386.33,10000.00,0.00
125.10,272154.85,2385.42,10000.00,0.00
125.20,272393.30,2384.52,10000.00,0.00
125.30,272631.67,2383.62,10000.00,0.00
125.40,272869.94,2382.71,10000.00,0.00
125.50,273108.12,2381.81,10000.00,0.00
125.60,273346.21,2380.91,10000.00,0.00
125.70,273584.21,2380.00,10000.00,0.00
125.80,273822.12,2379.10,10000.00,0.00
125.90,274059.94,2378.20,10000.00,0.00
126.00,274297.67,2377.30,10000.00,0.00
126.10,274535.31,2376.39,10000.00,0.00
126.20,274772.86,2375.49,10000.00,0.00
126.30,275010.32,2374.59,10000.00,0.00
126.40,275247.68,2373.69,10000.00,0.00
126.50,275484.96,2372.78,10000.00,0.00
126.60,275722.15,2371.88,10000.00,0.00
126.70,275959.25,2370.98,10000.00,0.00
126.80,276196.26,2370.08,10000.00,0.00
126.90,276433.17,2369.17,10000.00,0.00
127.00,276670.00,2368.27,10000.00,0.00
127.10,276906.74,2367.37,10000.00,0.00
127.20,277143.39,2366.47,10000.00,0.00
127.30,277379.94,2365.57,10000.00,0.00
127.40,277616.41,2364.67,10000.00,0.00
127.50,277852.79,2363.76,10000.00,0.00
127.60,278089.07,2362.86,10000.00,0.00
127.70,278325.27,2361.96,10000.00,0.00
127.80,278561.37,2361.06,10000.00,0.00
127.90,278797.39,2360.16,10000.00,0.00
128.00,279033.31,2359.26,10000.00,0.00
128.10,279269.15,2358.35,10000.00,0.00
128.20,279504.90,2357.45,10000.00,0.00
128.30,279740.55,2356.55,10000.00,0.00
128.40,279976.12,2355.65,10000.00,0.00
128.50,280211.59,2354.75,10000.00,0.00
128.60,280446.98,2353.85,10000.00,0.00
128.70,280682.27,2352.95,10000.00,0.00
128.80,280917.47,2352.05,10000.00,0.00
128.90,281152.59,2351.15,10000.00,0.00
129.00,281387.61,2350.25,10000.00,0.00
129.10,281622.55,2349.34,10000.00,0.00
129.20,281857.39,2348.44,10000.00,0.00
129.30,282092.15,2347.54,10000.00,0.00
129.40,282326.81,2346.64,10000.00,0.00
129.50,282561.39,2345.74,10000.00,0.00
129.60,282795.87,2344.84,10000.00,0.00
129.70,283030.26,2343.94,10000.00,0.00
129.80,283264.57,2343.04,10000.00,0.00
129.90,283498.78,2342.14,10000.00,0.00
130.00,283732.91,2341.24,10000.00,0.00
130.10,283966.94,2340.34,10000.00,0.00
130.20,284200.89,2339.44,10000.00,0.00
130.30,284434.74,2338.54,10000.00,0.00
130.40,284668.50,2337.64,10000.00,0.00
130.50,284902.18,2336.74,10000.00,0.00
130.60,285135.76,2335.84,10000.00,0.00
130.70,285369.26,2334.94,10000.00,0.00
130.80,285602.66,2334.04,10000.00,0.00
130.90,285835.98,2333.14,10000.00,0.00
131.00,286069.20,2332.24,10000.00,0.00
131.10,286302.33,2331.34,10000.00,0.00
131.20,286535.38,2330.45,10000.00,0.00
131.30,286768.33,2329.55,10000.00,0.00
131.40,287001.20,2328.65,10000.00,0.00
131.50,287233.97,2327.75,10000.00,0.00
131.60,287466.66,2326.85,10000.00,0.00
131.70,287699.25,2325.95,10000.00,0.00
131.80,287931.76,2325.05,10000.00,0.00
131.90,288164.17,2324.15,10000.00,0.00
132.00,288396.50,2323.25,10000.00,0.00
132.10,288628.73,2322.35,10000.00,0.00
132.20,288860.88,2321.46,10000.00,0.00
132.30,289092.93,2320.56,10000.00,0.00
132.40,289324.90,2319.66,10000.00,0.00
132.50,289556.78,2318.76,10000.00,0.00
132.60,289788.56,2317.86,10000.00,0.00
132.70,290020.26,2316.96,10000.00,0.00
132.80,290251.86,2316.06,10000.00,0.00
132.90,290483.38,2315.17,10000.00,0.00
133.00,290714.81,2314.27,10000.00,0.00
133.10,290946.15,2313.37,10000.00,0.00
133.20,291177.39,2312.47,10000.00,0.00
133.30,291408.55,2311.57,10000.00,0.00
133.40,291639.62,2310.68,10000.00,0.00
133.50,291870.60,2309.78,10000.00,0.00
133.60,292101.48,2308.88,10000.00,0.00
133.70,292332.28,2307.98,10000.00,0.00
133.80,292562.99,2307.08,10000.00,0.00
133.90,292793.61,2306.19,10000.00,0.00
134.00,293024.14,2305.29,10000.00,0.00
134.10,293254.58,2304.39,10000.00,0.00
134.20,293484.93,2303.49,10000.00,0.00
134.30,293715.19,2302.60,10000.00,0.00
134.40,293945.36,2301.70,10000.00,0.00
134.50,294175.44,2300.80,10000.00,0.00
134.60,294405.43,2299.90,10000.00,0.00
134.70,294635.33,2299.01,10000.00,0.00
134.80,294865.14,2298.11,10000.00,0.00
134.90,295094.86,2297.21,10000.00,0.00
135.00,295324.49,2296.32,10000.00,0.00
135.10,295554.03,2295.42,10000.00,0.00
135.20,295783.48,2294.52,10000.00,0.00
135.30,296012.85,2293.63,10000.00,0.00
135.40,296242.12,2292.73,10000.00,0.00
135.50,296471.30,2291.83,10000.00,0.00
135.60,296700.40,2290.94,10000.00,0.00
135.70,296929.40,2290.04,10000.00,0.00
135.80,297158.32,2289.14,10000.00,0.00
135.90,297387.14,2288.25,10000.00,0.00
136.00,297615.87,2287.35,10000.00,0.00
136.10,297844.52,2286.45,10000.00,0.00
136.20,298073.08,2285.56,10000.00,0.00
136.30,298301.54,2284.66,10000.00,0.00
136.40,298529.92,2283.77,10000.00,0.00
136.50,298758.21,2282.87,10000.00,0.00
136.60,298986.40,2281.97,10000.00,0.00
136.70,299214.51,2281.08,10000.00,0.00
136.80,299442.53,2280.18,10000.00,0.00
136.90,299670.46,2279.29,10000.00,0.00
137.00,299898.30,2278.39,10000.00,0.00
137.10,300126.05,2277.49,10000.00,0.00
137.20,300353.71,2276.60,10000.00,0.00
137.30,300581.28,2275.70,10000.00,0.00
137.40,300808.76,2274.81,10000.00,0.00
137.50,301036.15,2273.91,10000.00,0.00
137.60,301263.45,2273.02,10000.00,0.00
137.70,301490.66,2272.12,10000.00,0.00
137.80,301717.78,2271.23,10000.00,0.00
137.90,301944.82,2270.33,10000.00,0.00
138.00,302171.76,2269.44,10000.00,0.00
138.10,302398.61,2268.54,10000.00,0.00
138.20,302625.38,2267.65,10000.00,0.00
138.30,302852.05,2266.75,10000.00,0.00
138.40,303078.64,2265.86,10000.00,0.00
138.50,303305.14,2264.96,10000.00,0.00
138.60,303531.54,2264.07,10000.00,0.00
138.70,303757.86,2263.17,10000.00,0.00
138.80,303984.09,2262.28,10000.00,0.00
138.90,304210.23,2261.38,10000.00,0.00
139.00,304436.27,2260.49,10000.00,0.00
139.10,304662.23,2259.59,10000.00,0.00
139.20,304888.10,2258.70,10000.00,0.00
139.30,305113.88,2257.80,10000.00,0.00
139.40,305339.57,2256.91,10000.00,0.00
139.50,305565.18,2256.02,10000.00,0.00
139.60,305790.69,2255.12,10000.00,0.00
139.70,306016.11,2254.23,10000.00,0.00
139.80,306241.44,2253.33,10000.00,0.00
139.90,306466.69,2252.44,10000.00,0.00
140.00,306691.84,2251.55,10000.00,0.00
140.10,306916.91,2250.65,10000.00,0.00
140.20,307141.88,2249.76,10000.00,0.00
140.30,307366.77,2248.86,10000.00,0.00
140.40,307591.57,2247.97,10000.00,0.00
140.50,307816.28,2247.08,10000.00,0.00
140.60,308040.89,2246.18,10000.00,0.00
140.70,308265.42,2245.29,10000.00,0.00
140.80,308489.86,2244.40,10000.00,0.00
140.90,308714.21,2243.50,10000.00,0.00
141.00,308938.47,2242.61,10000.00,0.00
141.10,309162.65,2241.72,10000.00,0.00
141.20,309386.73,2240.82,10000.00,0.00
141.30,309610.72,2239.93,10000.00,0.00
141.40,309834.62,2239.04,10000.00,0.00
141.50,310058.44,2238.14,10000.00,0.00
141.60,310282.16,2237.25,10000.00,0.00
141.70,310505.80,2236.36,10000.00,0.00
141.80,310729.35,2235.47,10000.00,0.00
141.90,310952.80,2234.57,10000.00,0.00
142.00,311176.17,2233.68,10000.00,0.00
142.10,311399.45,2232.79,10000.00,0.00
142.20,311622.64,2231.89,10000.00,0.00
142.30,311845.74,2231.00,10000.00,0.00
142.40,312068.75,2230.11,10000.00,0.00
142.50,312291.67,2229.22,10000.00,0.00
142.60,312514.50,2228.32,10000.00,0.00
142.70,312737.25,2227.43,10000.00,0.00
142.80,312959.90,2226.54,10000.00,0.00
142.90,313182.47,2225.65,10000.00,0.00
143.00,313404.94,2224.76,10000.00,0.00
143.10,313627.33,2223.86,10000.00,0.00
143.20,313849.63,2222.97,10000.00,0.00
143.30,314071.83,2222.08,10000.00,0.00
143.40,314293.95,2221.19,10000.00,0.00
143.50,314515.98,2220.30,10000.00,0.00
143.60,314737.92,2219.40,10000.00,0.00
143.70,314959.77,2218.51,10000.00,0.00
143.80,315181.54,2217.62,10000.00,0.00
143.90,315403.21,2216.73,10000.00,0.00
144.00,315624.79,2215.84,10000.00,0.00
144.10,315846.29,2214.95,10000.00,0.00
144.20,316067.69,2214.05,10000.00,0.00
144.30,316289.01,2213.16,10000.00,0.00
144.40,316510.24,2212.27,10000.00,0.00
144.50,316731.37,2211.38,10000.00,0.00
144.60,316952.42,2210.49,10000.00,0.00
144.70,317173.38,2209.60,10000.00,0.00
144.80,317394.25,2208.71,10000.00,0.00
144.90,317615.04,2207.82,10000.00,0.00
145.00,317835.73,2206.93,10000.00,0.00
145.10,318056.33,2206.03,10000.00,0.00
145.20,318276.85,2205.14,10000.00,0.00
145.30,318497.27,2204.25,10000.00,0.00
145.40,318717.61,2203.36,10000.00,0.00
145.50,318937.85,2202.47,10000.00,0.00
145.60,319158.01,2201.58,10000.00,0.00
145.70,319378.08,2200.69,10000.00,0.00
145.80,319598.06,2199.80,10000.00,0.00
145.90,319817.95,2198.91,10000.00,0.00
146.00,320037.75,2198.02,10000.00,0.00
146.10,320257.47,2197.13,10000.00,0.00
146.20,320477.09,2196.24,10000.00,0.00
146.30,320696.63,2195.35,10000.00,0.00
146.40,320916.07,2194.46,10000.00,0.00
146.50,321135.43,2193.57,10000.00,0.00
146.60,321354.70,2192.68,10000.00,0.00
146.70,321573.87,2191.79,10000.00,0.00
146.80,321792.96,2190.90,10000.00,0.00
146.90,322011.97,2190.01,10000.00,0.00
147.00,322230.88,2189.12,10000.00,0.00
147.10,322449.70,2188.23,10000.00,0.00
147.20,322668.43,2187.34,10000.00,0.00
147.30,322887.08,2186.45,10000.00,0.00
147.40,323105.64,2185.56,10000.00,0.00
147.50,323324.10,2184.67,10000.00,0.00
147.60,323542.48,2183.78,10000.00,0.00
147.70,323760.77,2182.89,10000.00,0.00
147.80,323978.97,2182.00,10000.00,0.00
147.90,324197.08,2181.11,10000.00,0.00
148.00,324415.10,2180.22,10000.00,0.00
148.10,324633.04,2179.33,10000.00,0.00
148.20,324850.88,2178.45,10000.00,0.00
148.30,325068.64,2177.56,10000.00,0.00
148.40,325286.30,2176.67,10000.00,0.00
148.50,325503.88,2175.78,10000.00,0.00
148.60,325721.37,2174.89,10000.00,0.00
148.70,325938.77,2174.00,10000.00,0.00
148.80,326156.08,2173.11,10000.00,0.00
148.90,326373.30,2172.22,10000.00,0.00
149.00,326590.44,2171.34,10000.00,0.00
149.10,326807.48,2170.45,10000.00,0.00
149.20,327024.44,2169.56,10000.00,0.00
149.30,327241.31,2168.67,10000.00,0.00
149.40,327458.08,2167.78,10000.00,0.00
149.50,327674.77,2166.89,10000.00,0.00
149.60,327891.37,2166.00,10000.00,0.00
149.70,328107.89,2165.12,10000.00,0.00
149.80,328324.31,2164.23,10000.00,0.00
149.90,328540.64,2163.34,10000.00,0.00
150.00,328756.89,2162.45,10000.00,0.00
150.10,328973.04,2161.56,10000.00,0.00
150.20,329189.11,2160.68,10000.00,0.00
150.30,329405.09,2159.79,10000.00,0.00
150.40,329620.98,2158.90,10000.00,0.00
150.50,329836.78,2158.01,10000.00,0.00
150.60,330052.49,2157.13,10000.00,0.00
150.70,330268.12,2156.24,10000.00,0.00
150.80,330483.65,2155.35,10000.00,0.00
150.90,330699.10,2154.46,10000.00,0.00
151.00,330914.46,2153.57,10000.00,0.00
151.10,331129.73,2152.69,10000.00,0.00
151.20,331344.91,2151.80,10000.00,0.00
151.30,331560.00,2150.91,10000.00,0.00
151.40,331775.00,2150.03,10000.00,0.00
151.50,331989.91,2149.14,10000.00,0.00
151.60,332204.74,2148.25,10000.00,0.00
151.70,332419.47,2147.36,10000.00,0.00
151.80,332634.12,2146.48,10000.00,0.00
151.90,332848.68,2145.59,10000.00,0.00
152.00,333063.15,2144.70,10000.00,0.00
152.10,333277.53,2143.82,10000.00,0.00
152.20,333491.83,2142.93,10000.00,0.00
152.30,333706.03,2142.04,10000.00,0.00
152.40,333920.15,2141.16,10000.00,0.00
152.50,334134.17,2140.27,10000.00,0.00
152.60,334348.11,2139.38,10000.00,0.00
152.70,334561.96,2138.50,10000.00,0.00
152.80,334775.72,2137.61,10000.00,0.00
152.90,334989.39,2136.72,10000.00,0.00
153.00,335202.98,2135.84,10000.00,0.00
153.10,335416.47,2134.95,10000.00,0.00
153.20,335629.88,2134.06,10000.00,0.00
153.30,335843.20,2133.18,10000.00,0.00
153.40,336056.43,2132.29,10000.00,0.00
153.50,336269.57,2131.41,10000.00,0.00
153.60,336482.62,2130.52,10000.00,0.00
153.70,336695.58,2129.63,10000.00,0.00
153.80,336908.46,2128.75,10000.00,0.00
153.90,337121.24,2127.86,10000.00,0.00
154.00,337333.94,2126.98,10000.00,0.00
154.10,337546.55,2126.09,10000.00,0.00
154.20,337759.07,2125.21,10000.00,0.00
154.30,337971.50,2124.32,10000.00,0.00
154.40,338183.85,2123.43,10000.00,0.00
154.50,338396.10,2122.55,10000.00,0.00
154.60,338608.27,2121.66,10000.00,0.00
154.70,338820.35,2120.78,10000.00,0.00
154.80,339032.34,2119.89,10000.00,0.00
154.90,339244.24,2119.01,10000.00,0.00
155.00,339456.05,2118.12,10000.00,0.00
155.10,339667.77,2117.24,10000.00,0.00
155.20,339879.41,2116.35,10000.00,0.00
155.30,340090.95,2115.47,10000.00,0.00
155.40,340302.41,2114.58,10000.00,0.00
155.50,340513.78,2113.70,10000.00,0.00
155.60,340725.06,2112.81,10000.00,0.00
155.70,340936.26,2111.93,10000.00,0.00
155.80,341147.36,2111.04,10000.00,0.00
155.90,341358.38,2110.16,10000.00,0.00
156.00,341569.30,2109.27,10000.00,0.00
156.10,341780.14,2108.39,10000.00,0.00
156.20,341990.89,2107.50,10000.00,0.00
156.30,342201.56,2106.62,10000.00,0.00
156.40,342412.13,2105.74,10000.00,0.00
156.50,342622.61,2104.85,10000.00,0.00
156.60,342833.01,2103.97,10000.00,0.00
156.70,343043.32,2103.08,10000.00,0.00
156.80,343253.54,2102.20,10000.00,0.00
156.90,343463.67,2101.31,10000.00,0.00
157.00,343673.71,2100.43,10000.00,0.00
157.10,343883.67,2099.55,10000.00,0.00
157.20,344093.53,2098.66,10000.00,0.00
157.30,344303.31,2097.78,10000.00,0.00
157.40,344513.00,2096.89,10000.00,0.00
157.50,344722.60,2096.01,10000.00,0.00
157.60,344932.11,2095.13,10000.00,0.00
157.70,345141.54,2094.24,10000.00,0.00
157.80,345350.87,2093.36,10000.00,0.00
157.90,345560.12,2092.48,10000.00,0.00
158.00,345769.28,2091.59,10000.00,0.00
158.10,345978.35,2090.71,10000.00,0.00
158.20,346187.33,2089.82,10000.00,0.00
158.30,346396.23,2088.94,10000.00,0.00
158.40,346605.03,2088.06,10000.00,0.00
158.50,346813.75,2087.17,10000.00,0.00
158.60,347022.38,2086.29,10000.00,0.00
158.70,347230.92,2085.41,10000.00,0.00
158.80,347439.37,2084.53,10000.00,0.00
158.90,347647.74,2083.64,10000.00,0.00
159.00,347856.02,2082.76,10000.00,0.00
159.10,348064.20,2081.88,10000.00,0.00
159.20,348272.30,2080.99,10000.00,0.00
159.30,348480.31,2080.11,10000.00,0.00
159.40,348688.24,2079.23,10000.00,0.00
159.50,348896.07,2078.35,10000.00,0.00
159.60,349103.82,2077.46,10000.00,0.00
159.70,349311.47,2076.58,10000.00,0.00
159.80,349519.04,2075.70,10000.00,0.00
159.90,349726.53,2074.81,10000.00,0.00
160.00,349933.92,2073.93,10000.00,0.00
160.10,350141.22,2073.05,10000.00,0.00
160.20,350348.44,2072.17,10000.00,0.00
160.30,350555.57,2071.29,10000.00,0.00
160.40,350762.61,2070.40,10000.00,0.00
160.50,350969.56,2069.52,10000.00,0.00
160.60,351176.43,2068.64,10000.00,0.00
160.70,351383.20,2067.76,10000.00,0.00
160.80,351589.89,2066.87,10000.00,0.00
160.90,351796.49,2065.99,10000.00,0.00
161.00,352003.00,2065.11,10000.00,0.00
161.10,352209.42,2064.23,10000.00,0.00
161.20,352415.76,2063.35,10000.00,0.00
161.30,352622.00,2062.47,10000.00,0.00
161.40,352828.16,2061.58,10000.00,0.00
161.50,353034.23,2060.70,10000.00,0.00
161.60,353240.21,2059.82,10000.00,0.00
161.70,353446.11,2058.94,10000.00,0.00
161.80,353651.91,2058.06,10000.00,0.00
161.90,353857.63,2057.18,10000.00,0.00
162.00,354063.26,2056.29,10000.00,0.00
162.10,354268.80,2055.41,10000.00,0.00
162.20,354474.26,2054.53,10000.00,0.00
162.30,354679.62,2053.65,10000.00,0.00
162.40,354884.90,2052.77,10000.00,0.00
162.50,355090.09,2051.89,10000.00,0.00
162.60,355295.19,2051.01,10000.00,0.00
162.70,355500.20,2050.13,10000.00,0.00
162.80,355705.12,2049.25,10000.00,0.00
162.90,355909.96,2048.36,10000.00,0.00
163.00,356114.71,2047.48,10000.00,0.00
163.10,356319.37,2046.60,10000.00,0.00
163.20,356523.94,2045.72,10000.00,0.00
163.30,356728.43,2044.84,10000.00,0.00
163.40,356932.82,2043.96,10000.00,0.00
163.50,357137.13,2043.08,10000.00,0.00
163.60,357341.35,2042.20,10000.00,0.00
163.70,357545.48,2041.32,10000.00,0.00
163.80,357749.53,2040.44,10000.00,0.00
163.90,357953.48,2039.56,10000.00,0.00
164.00,358157.35,2038.68,10000.00,0.00
164.10,358361.13,2037.80,10000.00,0.00
164.20,358564.82,2036.92,10000.00,0.00
164.30,358768.42,2036.04,10000.00,0.00
164.40,358971.94,2035.16,10000.00,0.00
164.50,359175.37,2034.28,10000.00,0.00
164.60,359378.71,2033.40,10000.00,0.00
164.70,359581.96,2032.52,10000.00,0.00
164.80,359785.12,2031.64,10000.00,0.00
164.90,359988.20,2030.76,10000.00,0.00
165.00,360191.19,2029.88,10000.00,0.00
165.10,360394.09,2029.00,10000.00,0.00
165.20,360596.90,2028.12,10000.00,0.00
165.30,360799.62,2027.24,10000.00,0.00
165.40,361002.26,2026.36,10000.00,0.00
165.50,361204.81,2025.48,10000.00,0.00
165.60,361407.27,2024.60,10000.00,0.00
165.70,361609.64,2023.72,10000.00,0.00
165.80,361811.92,2022.84,10000.00,0.00
165.90,362014.12,2021.96,10000.00,0.00
166.00,362216.23,2021.08,10000.00,0.00
166.10,362418.25,2020.20,10000.00,0.00
166.20,362620.18,2019.33,10000.00,0.00
166.30,362822.03,2018.45,10000.00,0.00
166.40,363023.78,2017.57,10000.00,0.00
166.50,363225.45,2016.69,10000.00,0.00
166.60,363427.03,2015.81,10000.00,0.00
166.70,363628.53,2014.93,10000.00,0.00
166.80,363829.93,2014.05,10000.00,0.00
166.90,364031.25,2013.17,10000.00,0.00
167.00,364232.48,2012.29,10000.00,0.00
167.10,364433.62,2011.42,10000.00,0.00
167.20,364634.67,2010.54,10000.00,0.00
167.30,364835.64,2009.66,10000.00,0.00
167.40,365036.52,2008.78,10000.00,0.00
167.50,365237.31,2007.90,10000.00,0.00
167.60,365438.01,2007.02,10000.00,0.00
167.70,365638.62,2006.14,10000.00,0.00
167.80,365839.15,2005.27,10000.00,0.00
167.90,366039.59,2004.39,10000.00,0.00
168.00,366239.94,2003.51,10000.00,0.00
168.10,366440.20,2002.63,10000.00,0.00
168.20,366640.38,2001.75,10000.00,0.00
168.30,366840.47,2000.88,10000.00,0.00
168.40,367040.47,2000.00,10000.00,0.00
168.50,367240.38,1999.12,10000.00,0.00
168.60,367440.20,1998.24,10000.00,0.00
168.70,367639.94,1997.36,10000.00,0.00
168.80,367839.59,1996.49,10000.00,0.00
168.90,368039.15,1995.61,10000.00,0.00
169.00,368238.62,1994.73,10000.00,0.00
169.10,368438.01,1993.85,10000.00,0.00
169.20,368637.30,1992.98,10000.00,0.00
169.30,368836.51,1992.10,10000.00,0.00
169.40,369035.64,1991.22,10000.00,0.00
169.50,369234.67,1990.34,10000.00,0.00
169.60,369433.62,1989.47,10000.00,0.00
169.70,369632.48,1988.59,10000.00,0.00
169.80,369831.25,1987.71,10000.00,0.00
169.90,370029.93,1986.83,10000.00,0.00
170.00,370228.53,1985.96,10000.00,0.00
170.10,370427.03,1985.08,10000.00,0.00
170.20,370625.45,1984.20,10000.00,0.00
170.30,370823.79,1983.33,10000.00,0.00
170.40,371022.03,1982.45,10000.00,0.00
170.50,371220.19,1981.57,10000.00,0.00
170.60,371418.26,1980.70,10000.00,0.00
170.70,371616.24,1979.82,10000.00,0.00
170.80,371814.13,1978.94,10000.00,0.00
170.90,372011.94,1978.07,10000.00,0.00
171.00,372209.66,1977.19,10000.00,0.00
171.10,372407.29,1976.31,10000.00,0.00
171.20,372604.83,1975.44,10000.00,0.00
171.30,372802.29,1974.56,10000.00,0.00
171.40,372999.66,1973.68,10000.00,0.00
171.50,373196.94,1972.81,10000.00,0.00
171.60,373394.13,1971.93,10000.00,0.00
171.70,373591.24,1971.05,10000.00,0.00
171.80,373788.26,1970.18,10000.00,0.00
171.90,373985.19,1969.30,10000.00,0.00
172.00,374182.03,1968.42,10000.00,0.00
172.10,374378.78,1967.55,10000.00,0.00
172.20,374575.45,1966.67,10000.00,0.00
172.30,374772.03,1965.80,10000.00,0.00
172.40,374968.52,1964.92,10000.00,0.00
172.50,375164.93,1964.05,10000.00,0.00
172.60,375361.24,1963.17,10000.00,0.00
172.70,375557.47,1962.29,10000.00,0.00
172.80,375753.61,1961.42,10000.00,0.00
172.90,375949.67,1960.54,10000.00,0.00
173.00,376145.64,1959.67,10000.00,0.00
173.10,376341.51,1958.79,10000.00,0.00
173.20,376537.31,1957.92,10000.00,0.00
173.30,376733.01,1957.04,10000.00,0.00
173.40,376928.63,1956.16,10000.00,0.00
173.50,377124.16,1955.29,10000.00,0.00
173.60,377319.60,1954.41,10000.00,0.00
173.70,377514.95,1953.54,10000.00,0.00
173.80,377710.22,1952.66,10000.00,0.00
173.90,377905.40,1951.79,10000.00,0.00
174.00,378100.49,1950.91,10000.00,0.00
174.10,378295.49,1950.04,10000.00,0.00
174.20,378490.41,1949.16,10000.00,0.00
174.30,378685.24,1948.29,10000.00,0.00
174.40,378879.98,1947.41,10000.00,0.00
174.50,379074.63,1946.54,10000.00,0.00
174.60,379269.20,1945.66,10000.00,0.00
174.70,379463.68,1944.79,10000.00,0.00
174.80,379658.07,1943.91,10000.00,0.00
174.90,379852.37,1943.04,10000.00,0.00
175.00,380046.59,1942.17,10000.00,0.00
175.10,380240.72,1941.29,10000.00,0.00
175.20,380434.76,1940.42,10000.00,0.00
175.30,380628.71,1939.54,10000.00,0.00
175.40,380822.58,1938.67,10000.00,0.00
175.50,381016.36,1937.79,10000.00,0.00
175.60,381210.05,1936.92,10000.00,0.00
175.70,381403.66,1936.04,10000.00,0.00
175.80,381597.17,1935.17,10000.00,0.00
175.90,381790.60,1934.30,10000.00,0.00
176.00,381983.94,1933.42,10000.00,0.00
176.10,382177.20,1932.55,10000.00,0.00
176.20,382370.37,1931.67,10000.00,0.00
176.30,382563.45,1930.80,10000.00,0.00
176.40,382756.44,1929.93,10000.00,0.00
176.50,382949.34,1929.05,10000.00,0.00
176.60,383142.16,1928.18,10000.00,0.00
176.70,383334.89,1927.30,10000.00,0.00
176.80,383527.54,1926.43,10000.00,0.00
176.90,383720.09,1925.56,10000.00,0.00
177.00,383912.56,1924.68,10000.00,0.00
177.10,384104.94,1923.81,10000.00,0.00
177.20,384297.23,1922.94,10000.00,0.00
177.30,384489.44,1922.06,10000.00,0.00
177.40,384681.56,1921.19,10000.00,0.00
177.50,384873.59,1920.32,10000.00,0.00
177.60,385065.54,1919.44,10000.00,0.00
177.70,385257.39,1918.57,10000.00,0.00
177.80,385449.16,1917.70,10000.00,0.00
177.90,385640.84,1916.82,10000.00,0.00
178.00,385832.44,1915.95,10000.00,0.00
178.10,386023.95,1915.08,10000.00,0.00
178.20,386215.37,1914.20,10000.00,0.00
178.30,386406.70,1913.33,10000.00,0.00
178.40,386597.95,1912.46,10000.00,0.00
178.50,386789.11,1911.59,10000.00,0.00
178.60,386980.18,1910.71,10000.00,0.00
178.70,387171.16,1909.84,10000.00,0.00
178.80,387362.06,1908.97,10000.00,0.00
178.90,387552.87,1908.09,10000.00,0.00
179.00,387743.59,1907.22,10000.00,0.00
179.10,387934.22,1906.35,10000.00,0.00
179.20,388124.77,1905.48,10000.00,0.00
179.30,388315.23,1904.60,10000.00,0.00
179.40,388505.61,1903.73,10000.00,0.00
179.50,388695.89,1902.86,10000.00,0.00
179.60,388886.09,1901.99,10000.00,0.00
179.70,389076.20,1901.12,10000.00,0.00
179.80,389266.23,1900.24,10000.00,0.00
179.90,389456.16,1899.37,10000.00,0.00
180.00,389646.01,1898.50,10000.00,0.00
180.10,389835.78,1897.63,10000.00,0.00
180.20,390025.45,1896.75,10000.00,0.00
180.30,390215.04,1895.88,10000.00,0.00
180.40,390404.54,1895.01,10000.00,0.00
180.50,390593.95,1894.14,10000.00,0.00
180.60,390783.28,1893.27,10000.00,0.00
180.70,390972.52,1892.40,10000.00,0.00
180.80,391161.67,1891.52,10000.00,0.00
180.90,391350.74,1890.65,10000.00,0.00
181.00,391539.72,1889.78,10000.00,0.00
181.10,391728.61,1888.91,10000.00,0.00
181.20,391917.41,1888.04,10000.00,0.00
181.30,392106.13,1887.17,10000.00,0.00
181.40,392294.76,1886.29,10000.00,0.00
181.50,392483.30,1885.42,10000.00,0.00
181.60,392671.75,1884.55,10000.00,0.00
181.70,392860.12,1883.68,10000.00,0.00
181.80,393048.40,1882.81,10000.00,0.00
181.90,393236.60,1881.94,10000.00,0.00
182.00,393424.70,1881.07,10000.00,0.00
182.10,393612.72,1880.20,10000.00,0.00
182.20,393800.66,1879.32,10000.00,0.00
182.30,393988.50,1878.45,10000.00,0.00
182.40,394176.26,1877.58,10000.00,0.00
182.50,394363.93,1876.71,10000.00,0.00
182.60,394551.51,1875.84,10000.00,0.00
182.70,394739.01,1874.97,10000.00,0.00
182.80,394926.42,1874.10,10000.00,0.00
182.90,395113.74,1873.23,10000.00,0.00
183.00,395300.98,1872.36,10000.00,0.00
183.10,395488.13,1871.49,10000.00,0.00
183.20,395675.19,1870.62,10000.00,0.00
183.30,395862.16,1869.75,10000.00,0.00
